quarter,country,category,unit_price_usd,discount_pct,discounted_price_usd,revenue_usd,unit_price_usd_is_outlier,discounted_price_usd_is_outlier,revenue_usd_is_outlier
Q4,Malaysia,Apple Watch,424.72,7,394.99,789.98,0,0,0
Q4,Malaysia,iPhone,625.14,15,531.37,531.37,0,0,0
Q4,Malaysia,Mac,1132.5,0,1132.5,3912.29,0,0,1
Q1,Malaysia,Apple Watch,230.79,3,223.87,447.74,0,0,0
Q1,Malaysia,Accessories,41.18,0,41.18,41.18,0,0,0
Q1,Malaysia,iPad,445.59,0,445.59,445.59,0,0,0
Q2,Malaysia,Accessories,118.71,2,116.34,116.34,0,0,0
Q2,Malaysia,AirPods,246.88,0,246.88,740.64,0,0,0
Q3,Malaysia,Accessories,75.54,0,75.54,75.54,0,0,0
Q4,Malaysia,AirPods,266.26,3,258.27,258.27,0,0,0
Q4,Malaysia,iPad,1096.22,7,1019.48,1019.48,0,0,0
Q1,Malaysia,iPhone,615.5,7,572.41,1144.82,0,0,0
Q3,Malaysia,iPhone,430.37,0,430.37,430.37,0,0,0
Q4,Malaysia,Accessories,277.4,0,277.4,554.8,0,0,0
Q4,Malaysia,iPad,801.4,0,801.4,3205.6,0,0,0
Q4,Malaysia,Accessories,82.58,0,82.58,82.58,0,0,0
Q1,Malaysia,AirPods,132.15,3,128.19,128.19,0,0,0
Q1,Malaysia,iPhone,916.53,10,824.88,824.88,0,0,0
Q1,Malaysia,AirPods,591.2,0,591.2,591.2,0,0,0
Q2,Malaysia,iPad,538.05,2,527.29,2109.16,0,0,0
Q2,Malaysia,iPad,778.21,0,778.21,3891.05,0,0,0
Q3,Malaysia,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q3,Malaysia,iPad,837.65,0,837.65,1675.3,0,0,0
Q4,Malaysia,Accessories,124.19,0,124.19,372.57,0,0,0
Q4,Malaysia,iPhone,438.9,10,395.01,395.01,0,0,0
Q1,Malaysia,iPad,459.55,0,459.55,459.55,0,0,0
Q1,Malaysia,Accessories,119.94,0,119.94,359.82,0,0,0
Q2,Malaysia,Accessories,30.88,10,27.79,111.16,0,0,0
Q2,Malaysia,iPhone,962.3,7,894.94,3912.29,0,0,1
Q3,Malaysia,iPhone,1042.73,0,1042.73,1042.73,0,0,0
Q3,Malaysia,Mac,1299.29,10,1169.36,3508.08,0,0,0
Q4,Malaysia,iPhone,910.94,0,910.94,1821.88,0,0,0
Q4,Malaysia,Mac,2125.7475000000004,10,2053.9725,3912.29,1,1,1
Q1,Malaysia,Apple Watch,749.38,5,711.91,711.91,0,0,0
Q2,Malaysia,iPad,434.51,10,391.06,391.06,0,0,0
Q2,Malaysia,Apple Watch,748.0,0,748.0,1496.0,0,0,0
Q3,Malaysia,iPhone,667.73,0,667.73,667.73,0,0,0
Q3,Malaysia,iPhone,1067.5,2,1046.15,2092.3,0,0,0
Q3,Malaysia,Accessories,131.06,0,131.06,262.12,0,0,0
Q4,Malaysia,iPad,460.89,0,460.89,1382.67,0,0,0
Q4,Malaysia,iPhone,862.86,2,845.6,845.6,0,0,0
Q4,Malaysia,Accessories,136.76,0,136.76,136.76,0,0,0
Q4,Malaysia,Mac,2125.7475000000004,3,2053.9725,3912.29,1,1,1
Q4,Malaysia,Apple Watch,429.34,5,407.87,815.74,0,0,0
Q4,Malaysia,iPhone,850.74,0,850.74,850.74,0,0,0
Q2,Mexico,Accessories,77.08,3,74.77,74.77,0,0,0
Q2,Mexico,iPhone,1168.44,15,993.17,1986.34,0,0,0
Q2,Mexico,Apple Watch,262.8,2,257.54,257.54,0,0,0
Q2,Mexico,Apple Watch,377.79,10,340.01,1360.04,0,0,0
Q3,Mexico,Apple Watch,768.37,0,768.37,1536.74,0,0,0
Q4,Mexico,Mac,2125.7475000000004,0,2053.9725,2587.63,1,1,0
Q4,Mexico,Accessories,130.11,10,117.1,234.2,0,0,0
Q1,Mexico,iPhone,886.27,0,886.27,886.27,0,0,0
Q2,Mexico,iPhone,636.52,10,572.87,1145.74,0,0,0
Q2,Mexico,Apple Watch,244.68,0,244.68,734.04,0,0,0
Q2,Mexico,iPhone,887.89,7,825.74,3912.29,0,0,1
Q2,Mexico,iPhone,870.51,0,870.51,2611.53,0,0,0
Q2,Mexico,Mac,576.0,0,576.0,1728.0,0,0,0
Q3,Mexico,Mac,562.19,10,505.97,1011.94,0,0,0
Q3,Mexico,iPad,531.16,0,531.16,1062.32,0,0,0
Q3,Mexico,Accessories,311.09,0,311.09,1244.36,0,0,0
Q3,Mexico,Accessories,137.96,15,117.27,234.54,0,0,0
Q3,Mexico,AirPods,562.15,7,522.8,522.8,0,0,0
Q3,Mexico,iPad,520.8,0,520.8,520.8,0,0,0
Q3,Mexico,iPad,800.89,0,800.89,1601.78,0,0,0
Q3,Mexico,AirPods,119.97,0,119.97,119.97,0,0,0
Q4,Mexico,AirPods,553.31,0,553.31,2213.24,0,0,0
Q1,Mexico,iPhone,1036.91,2,1016.17,2032.34,0,0,0
Q1,Mexico,iPhone,879.56,2,861.97,2585.91,0,0,0
Q1,Mexico,iPhone,948.03,7,881.67,881.67,0,0,0
Q2,Mexico,Accessories,136.51,0,136.51,136.51,0,0,0
Q2,Mexico,iPhone,860.95,15,731.81,731.81,0,0,0
Q3,Mexico,Apple Watch,422.6,3,409.92,409.92,0,0,0
Q3,Mexico,iPhone,792.81,0,792.81,792.81,0,0,0
Q3,Mexico,iPad,1167.4,10,1050.66,1050.66,0,0,0
Q3,Mexico,iPhone,1214.5,15,1032.33,1032.33,0,0,0
Q4,Mexico,Mac,1868.69,0,1868.69,1868.69,0,0,0
Q1,Mexico,AirPods,172.42,15,146.56,293.12,0,0,0
Q3,Mexico,iPad,473.86,10,426.47,1705.88,0,0,0
Q4,Mexico,iPhone,1016.35,0,1016.35,1016.35,0,0,0
Q2,Mexico,Accessories,85.07,0,85.07,85.07,0,0,0
Q2,Mexico,Accessories,92.76,0,92.76,185.52,0,0,0
Q4,Mexico,iPhone,958.56,0,958.56,2875.68,0,0,0
Q1,Mexico,Apple Watch,744.02,0,744.02,744.02,0,0,0
Q1,Mexico,iPad,1158.95,0,1158.95,1158.95,0,0,0
Q1,Mexico,Accessories,30.42,5,28.9,57.8,0,0,0
Q2,Mexico,iPhone,961.81,10,865.63,865.63,0,0,0
Q3,Mexico,iPhone,840.61,5,798.58,1597.16,0,0,0
Q4,Mexico,AirPods,524.75,5,498.51,1495.53,0,0,0
Q4,Mexico,Accessories,105.98,5,100.68,302.04,0,0,0
Q4,Mexico,Accessories,138.43,10,124.59,249.18,0,0,0
Q1,Mexico,Mac,1174.4,3,1139.17,3417.51,0,0,0
Q1,Mexico,iPhone,1161.01,0,1161.01,2322.02,0,0,0
Q1,Mexico,Mac,1353.31,0,1353.31,3912.29,0,0,1
Q1,Mexico,iPhone,784.09,0,784.09,1568.18,0,0,0
Q2,Mexico,Mac,2125.7475000000004,2,2053.9725,2488.09,1,1,0
Q2,Mexico,AirPods,168.59,5,160.16,160.16,0,0,0
Q2,Mexico,AirPods,517.27,10,465.54,931.08,0,0,0
Q2,Mexico,Accessories,138.21,7,128.54,128.54,0,0,0
Q3,Mexico,Accessories,125.77,10,113.19,226.38,0,0,0
Q3,Mexico,iPhone,884.38,0,884.38,884.38,0,0,0
Q4,Mexico,Accessories,80.97,3,78.54,78.54,0,0,0
Q4,Mexico,Accessories,125.71,0,125.71,125.71,0,0,0
Q4,Mexico,Accessories,79.94,0,79.94,79.94,0,0,0
Q1,Mexico,Mac,2104.74,0,2053.9725,2104.74,0,1,0
Q1,Mexico,iPhone,916.59,0,916.59,916.59,0,0,0
Q1,Mexico,AirPods,248.87,10,223.98,223.98,0,0,0
Q2,Mexico,iPhone,718.62,7,668.32,668.32,0,0,0
Q3,Mexico,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q3,Mexico,iPhone,998.47,0,998.47,998.47,0,0,0
Q3,Mexico,iPhone,882.81,2,865.15,1730.3,0,0,0
Q3,Mexico,AirPods,505.3,5,480.03,960.06,0,0,0
Q4,Mexico,Accessories,95.64,0,95.64,191.28,0,0,0
Q4,Mexico,iPad,471.36,2,461.93,923.86,0,0,0
Q4,Mexico,iPhone,840.18,0,840.18,1680.36,0,0,0
Q4,Mexico,iPhone,632.88,0,632.88,632.88,0,0,0
Q4,Mexico,iPhone,970.39,0,970.39,1940.78,0,0,0
Q1,Mexico,iPhone,956.49,0,956.49,956.49,0,0,0
Q2,Mexico,Accessories,100.06,0,100.06,100.06,0,0,0
Q2,Mexico,Apple Watch,405.06,7,376.71,376.71,0,0,0
Q2,Mexico,Mac,2125.7475000000004,0,2053.9725,2536.25,1,1,0
Q2,Mexico,AirPods,165.72,0,165.72,331.44,0,0,0
Q3,Mexico,Mac,2125.7475000000004,7,2053.9725,3912.29,1,1,1
Q3,Mexico,iPhone,1131.63,7,1052.42,3157.26,0,0,0
Q1,Mexico,Mac,1152.48,0,1152.48,1152.48,0,0,0
Q1,Mexico,Mac,1022.09,0,1022.09,3912.29,0,0,1
Q2,Mexico,Apple Watch,229.11,0,229.11,458.22,0,0,0
Q3,Mexico,iPad,480.18,0,480.18,480.18,0,0,0
Q3,Mexico,Accessories,30.16,5,28.65,143.25,0,0,0
Q4,Mexico,Mac,1218.47,0,1218.47,3655.41,0,0,0
Q4,Mexico,Accessories,30.29,15,25.75,25.75,0,0,0
Q1,Mexico,iPhone,1021.69,15,868.44,1736.88,0,0,0
Q1,Mexico,Mac,1330.24,2,1303.64,1303.64,0,0,0
Q2,Mexico,iPhone,573.39,2,561.92,2809.6,0,0,0
Q3,Mexico,Accessories,137.19,5,130.33,260.66,0,0,0
Q3,Mexico,iPhone,624.33,0,624.33,2497.32,0,0,0
Q4,Mexico,Apple Watch,242.05,5,229.95,459.9,0,0,0
Q4,Mexico,AirPods,167.04,5,158.69,158.69,0,0,0
Q1,Mexico,Mac,1906.27,0,1906.27,3812.54,0,0,0
Q1,Mexico,Mac,1259.54,0,1259.54,3778.62,0,0,0
Q1,Mexico,Accessories,105.13,10,94.62,283.86,0,0,0
Q1,Mexico,iPad,447.29,2,438.34,876.68,0,0,0
Q1,Mexico,iPad,522.31,2,511.86,511.86,0,0,0
Q2,Mexico,iPad,821.55,10,739.39,1478.78,0,0,0
Q3,Mexico,Accessories,81.82,7,76.09,228.27,0,0,0
Q3,Mexico,AirPods,255.35,0,255.35,255.35,0,0,0
Q1,Mexico,AirPods,505.6,0,505.6,505.6,0,0,0
Q1,Mexico,iPhone,1172.69,5,1114.06,1114.06,0,0,0
Q3,Mexico,Accessories,124.73,0,124.73,124.73,0,0,0
Q3,Mexico,Mac,1352.11,10,1216.9,1216.9,0,0,0
Q3,Mexico,iPhone,759.05,15,645.19,645.19,0,0,0
Q3,Mexico,Accessories,127.99,0,127.99,383.97,0,0,0
Q4,Mexico,iPad,1024.52,0,1024.52,1024.52,0,0,0
Q4,Mexico,Mac,1085.05,3,1052.5,2105.0,0,0,0
Q1,Mexico,iPhone,928.89,2,910.31,2730.93,0,0,0
Q1,Mexico,Mac,1079.25,0,1079.25,2158.5,0,0,0
Q1,Mexico,Mac,2125.7475000000004,3,2053.9725,3912.29,1,1,1
Q2,Mexico,iPhone,438.26,3,425.11,425.11,0,0,0
Q2,Mexico,iPhone,430.54,5,409.01,818.02,0,0,0
Q3,Mexico,iPhone,455.94,15,387.55,387.55,0,0,0
Q4,Mexico,Apple Watch,422.93,10,380.64,1522.56,0,0,0
Q1,Mexico,iPhone,1125.97,7,1047.15,1047.15,0,0,0
Q1,Mexico,Accessories,119.54,15,101.61,203.22,0,0,0
Q3,Mexico,iPad,551.58,0,551.58,3309.48,0,0,0
Q3,Mexico,Accessories,30.39,3,29.48,58.96,0,0,0
Q3,Mexico,Mac,1338.12,0,1338.12,2676.24,0,0,0
Q3,Mexico,Accessories,96.45,2,94.52,94.52,0,0,0
Q4,Mexico,Accessories,28.9,7,26.88,53.76,0,0,0
Q4,Mexico,iPhone,853.23,3,827.63,827.63,0,0,0
Q4,Mexico,iPad,439.44,10,395.5,395.5,0,0,0
Q1,Mexico,Apple Watch,264.64,0,264.64,264.64,0,0,0
Q1,Mexico,iPhone,440.25,3,427.04,1281.12,0,0,0
Q1,Mexico,Mac,563.29,0,563.29,563.29,0,0,0
Q1,Mexico,Mac,1221.16,0,1221.16,1221.16,0,0,0
Q1,Mexico,Accessories,29.46,5,27.99,55.98,0,0,0
Q1,Mexico,iPad,465.71,2,456.4,456.4,0,0,0
Q2,Mexico,iPhone,1014.53,0,1014.53,1014.53,0,0,0
Q2,Mexico,iPhone,894.93,3,868.08,1736.16,0,0,0
Q3,Mexico,Mac,2085.26,2,2043.55,2043.55,0,0,0
Q3,Mexico,iPhone,813.4,0,813.4,1626.8,0,0,0
Q3,Mexico,Accessories,37.41,15,31.8,63.6,0,0,0
Q4,Mexico,iPhone,1003.77,0,1003.77,1003.77,0,0,0
Q4,Mexico,iPad,456.78,5,433.94,433.94,0,0,0
Q4,Mexico,Mac,2125.7475000000004,10,2053.9725,3912.29,1,1,1
Q1,Mexico,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q1,Mexico,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q1,Mexico,Mac,1233.35,5,1171.68,1171.68,0,0,0
Q2,Mexico,Accessories,91.6,0,91.6,458.0,0,0,0
Q3,Mexico,iPad,490.86,2,481.04,1443.12,0,0,0
Q3,Mexico,AirPods,178.23,0,178.23,356.46,0,0,0
Q3,Mexico,iPhone,805.0,2,788.9,788.9,0,0,0
Q3,Mexico,Mac,620.43,0,620.43,1240.86,0,0,0
Q4,Mexico,iPhone,1024.07,10,921.66,921.66,0,0,0
Q4,Mexico,Apple Watch,385.25,0,385.25,385.25,0,0,0
Q4,Mexico,iPad,416.52,0,416.52,833.04,0,0,0
Q4,Mexico,Mac,636.6,0,636.6,636.6,0,0,0
Q1,Mexico,iPhone,629.8,0,629.8,1259.6,0,0,0
Q1,Mexico,Mac,1996.3,15,1696.86,3912.29,0,0,1
Q2,Mexico,Accessories,95.2,5,90.44,271.32,0,0,0
Q2,Mexico,Mac,1387.88,0,1387.88,2775.76,0,0,0
Q2,Mexico,Accessories,37.94,7,35.28,141.12,0,0,0
Q2,Mexico,iPhone,731.6,2,716.97,716.97,0,0,0
Q3,Mexico,AirPods,513.56,5,487.88,487.88,0,0,0
Q3,Mexico,Accessories,132.2,0,132.2,132.2,0,0,0
Q3,Mexico,Accessories,35.97,0,35.97,35.97,0,0,0
Q3,Mexico,Apple Watch,371.63,0,371.63,743.26,0,0,0
Q3,Mexico,Apple Watch,263.58,0,263.58,1581.48,0,0,0
Q4,Mexico,iPhone,838.49,0,838.49,838.49,0,0,0
Q4,Mexico,iPhone,1166.41,5,1108.09,3912.29,0,0,1
Q4,Mexico,Accessories,132.81,0,132.81,132.81,0,0,0
Q1,Mexico,iPad,617.04,5,586.19,1172.38,0,0,0
Q1,Mexico,iPad,1179.37,2,1155.78,3467.34,0,0,0
Q2,Mexico,iPad,479.04,2,469.46,1408.38,0,0,0
Q3,Mexico,Apple Watch,284.35,3,275.82,551.64,0,0,0
Q4,Mexico,AirPods,128.76,0,128.76,128.76,0,0,0
Q1,Mexico,Accessories,105.66,0,105.66,211.32,0,0,0
Q1,Mexico,Accessories,120.29,5,114.28,114.28,0,0,0
Q1,Mexico,AirPods,248.73,7,231.32,231.32,0,0,0
Q3,Mexico,iPhone,1069.62,10,962.66,962.66,0,0,0
Q4,Mexico,Accessories,127.43,0,127.43,127.43,0,0,0
Q1,Mexico,Accessories,298.75,7,277.84,555.68,0,0,0
Q2,Mexico,iPhone,902.51,0,902.51,902.51,0,0,0
Q2,Mexico,iPhone,741.89,10,667.7,667.7,0,0,0
Q3,Mexico,AirPods,234.28,0,234.28,234.28,0,0,0
Q4,Mexico,iPhone,929.31,0,929.31,3717.24,0,0,0
Q4,Mexico,Accessories,137.42,3,133.3,133.3,0,0,0
Q1,Mexico,Accessories,311.44,5,295.87,591.74,0,0,0
Q2,Mexico,Accessories,124.1,0,124.1,372.3,0,0,0
Q2,Mexico,iPhone,1123.97,0,1123.97,3912.29,0,0,1
Q2,Mexico,iPad,417.97,3,405.43,405.43,0,0,0
Q3,Mexico,Apple Watch,792.9,10,713.61,3912.29,0,0,1
Q3,Mexico,Apple Watch,247.09,0,247.09,1235.45,0,0,0
Q4,Mexico,iPhone,626.03,7,582.21,2911.05,0,0,0
Q1,Mexico,Mac,1364.96,7,1269.41,1269.41,0,0,0
Q1,Mexico,iPhone,441.26,0,441.26,441.26,0,0,0
Q1,Mexico,iPad,1184.32,7,1101.42,1101.42,0,0,0
Q1,Mexico,iPhone,701.95,0,701.95,2105.85,0,0,0
Q2,Mexico,Accessories,38.6,5,36.67,146.68,0,0,0
Q2,Mexico,AirPods,508.35,0,508.35,1525.05,0,0,0
Q3,Mexico,iPhone,1188.48,3,1152.83,1152.83,0,0,0
Q4,Mexico,Apple Watch,296.63,0,296.63,1186.52,0,0,0
Q4,Mexico,iPhone,583.2,10,524.88,3912.29,0,0,1
Q1,Mexico,Accessories,132.67,0,132.67,398.01,0,0,0
Q1,Mexico,Mac,1045.77,10,941.19,941.19,0,0,0
Q2,Mexico,Accessories,96.28,0,96.28,481.4,0,0,0
Q2,Mexico,iPhone,814.45,15,692.28,692.28,0,0,0
Q3,Mexico,Accessories,124.01,5,117.81,235.62,0,0,0
Q4,Mexico,iPhone,1178.81,2,1155.23,3912.29,0,0,1
Q4,Mexico,Accessories,127.88,0,127.88,127.88,0,0,0
Q4,Mexico,Accessories,127.28,0,127.28,254.56,0,0,0
Q1,Mexico,Accessories,92.91,5,88.26,88.26,0,0,0
Q1,Mexico,iPhone,1008.6,2,988.43,988.43,0,0,0
Q2,Mexico,Mac,1056.23,0,1056.23,2112.46,0,0,0
Q2,Mexico,AirPods,240.06,15,204.05,204.05,0,0,0
Q3,Mexico,Accessories,94.28,15,80.14,80.14,0,0,0
Q4,Mexico,iPhone,737.45,0,737.45,737.45,0,0,0
Q4,Mexico,iPhone,776.82,0,776.82,2330.46,0,0,0
Q4,Mexico,iPad,444.59,15,377.9,377.9,0,0,0
Q1,Mexico,iPhone,1032.04,0,1032.04,1032.04,0,0,0
Q1,Mexico,iPhone,966.06,0,966.06,1932.12,0,0,0
Q1,Mexico,iPad,416.84,0,416.84,833.68,0,0,0
Q1,Mexico,iPhone,1029.86,0,1029.86,1029.86,0,0,0
Q1,Mexico,iPhone,824.94,0,824.94,1649.88,0,0,0
Q2,Mexico,iPhone,1034.31,5,982.59,1965.18,0,0,0
Q2,Mexico,Mac,1222.85,0,1222.85,2445.7,0,0,0
Q2,Mexico,iPad,1176.32,0,1176.32,1176.32,0,0,0
Q2,Mexico,Accessories,28.66,7,26.65,26.65,0,0,0
Q3,Mexico,Accessories,106.05,0,106.05,212.1,0,0,0
Q4,Mexico,Accessories,77.3,10,69.57,69.57,0,0,0
Q4,Mexico,iPhone,1023.88,7,952.21,1904.42,0,0,0
Q4,Mexico,Mac,1215.06,3,1178.61,1178.61,0,0,0
Q4,Mexico,Apple Watch,245.75,5,233.46,233.46,0,0,0
Q1,Mexico,iPad,1122.93,10,1010.64,3912.29,0,0,1
Q2,Mexico,Accessories,275.22,2,269.72,269.72,0,0,0
Q2,Mexico,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,Mexico,Mac,631.92,0,631.92,631.92,0,0,0
Q2,Mexico,AirPods,125.87,15,106.99,106.99,0,0,0
Q4,Mexico,Apple Watch,237.86,3,230.72,230.72,0,0,0
Q4,Mexico,iPhone,586.18,2,574.46,574.46,0,0,0
Q4,Mexico,iPhone,928.11,0,928.11,2784.33,0,0,0
Q1,Mexico,iPhone,885.32,5,841.05,841.05,0,0,0
Q1,Mexico,Apple Watch,265.87,2,260.55,260.55,0,0,0
Q1,Mexico,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,Mexico,iPad,836.09,10,752.48,3912.29,0,0,1
Q2,Mexico,Apple Watch,244.23,10,219.81,439.62,0,0,0
Q2,Mexico,iPhone,941.42,0,941.42,941.42,0,0,0
Q2,Mexico,iPad,417.73,0,417.73,2506.38,0,0,0
Q3,Mexico,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q3,Mexico,iPhone,920.46,7,856.03,1712.06,0,0,0
Q3,Mexico,iPhone,865.32,15,735.52,3912.29,0,0,1
Q3,Mexico,Accessories,284.68,10,256.21,256.21,0,0,0
Q4,Mexico,iPhone,801.57,7,745.46,3727.3,0,0,0
Q4,Mexico,iPhone,932.78,0,932.78,932.78,0,0,0
Q1,Mexico,iPad,643.81,0,643.81,1287.62,0,0,0
Q2,Mexico,Mac,1319.95,2,1293.55,1293.55,0,0,0
Q3,Mexico,iPhone,411.79,0,411.79,1235.37,0,0,0
Q3,Mexico,iPad,1156.34,5,1098.52,1098.52,0,0,0
Q3,Mexico,Accessories,106.79,3,103.59,310.77,0,0,0
Q3,Mexico,Apple Watch,804.59,7,748.27,748.27,0,0,0
Q4,Mexico,iPhone,841.53,0,841.53,1683.06,0,0,0
Q4,Mexico,Accessories,29.3,0,29.3,58.6,0,0,0
Q1,Mexico,Accessories,123.34,15,104.84,104.84,0,0,0
Q1,Mexico,Apple Watch,367.96,0,367.96,367.96,0,0,0
Q2,Mexico,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,Mexico,iPhone,768.41,0,768.41,768.41,0,0,0
Q2,Mexico,Mac,1267.8,3,1229.77,1229.77,0,0,0
Q3,Mexico,Accessories,29.59,7,27.52,82.56,0,0,0
Q3,Mexico,Mac,1040.26,2,1019.45,1019.45,0,0,0
Q3,Mexico,Apple Watch,282.46,0,282.46,564.92,0,0,0
Q3,Mexico,Accessories,130.35,0,130.35,260.7,0,0,0
Q3,Mexico,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q4,Mexico,iPhone,945.75,10,851.18,851.18,0,0,0
Q4,Mexico,iPad,735.38,0,735.38,735.38,0,0,0
Q4,Mexico,Apple Watch,805.86,15,684.98,1369.96,0,0,0
Q1,Netherlands,Accessories,75.02,7,69.77,139.54,0,0,0
Q1,Netherlands,Accessories,41.82,0,41.82,83.64,0,0,0
Q1,Netherlands,Apple Watch,238.73,10,214.86,644.58,0,0,0
Q1,Netherlands,AirPods,261.23,0,261.23,522.46,0,0,0
Q1,Netherlands,iPhone,939.43,15,798.52,2395.56,0,0,0
Q2,Netherlands,Mac,565.97,5,537.67,1613.01,0,0,0
Q2,Netherlands,iPad,563.26,0,563.26,563.26,0,0,0
Q3,Netherlands,Accessories,137.07,3,132.96,132.96,0,0,0
Q3,Netherlands,iPhone,831.23,0,831.23,1662.46,0,0,0
Q3,Netherlands,Mac,554.54,15,471.36,942.72,0,0,0
Q3,Netherlands,Accessories,80.02,0,80.02,480.12,0,0,0
Q4,Netherlands,iPhone,691.34,3,670.6,670.6,0,0,0
Q4,Netherlands,iPhone,825.07,3,800.32,1600.64,0,0,0
Q4,Netherlands,Apple Watch,402.21,0,402.21,402.21,0,0,0
Q1,Netherlands,iPhone,927.28,0,927.28,927.28,0,0,0
Q1,Netherlands,Accessories,97.83,3,94.9,284.7,0,0,0
Q2,Netherlands,iPad,621.77,0,621.77,621.77,0,0,0
Q3,Netherlands,iPhone,837.43,0,837.43,837.43,0,0,0
Q4,Netherlands,Mac,2095.62,7,1948.93,1948.93,0,0,0
Q2,Netherlands,Accessories,125.02,0,125.02,250.04,0,0,0
Q3,Netherlands,iPhone,707.09,0,707.09,2828.36,0,0,0
Q3,Netherlands,iPad,415.77,0,415.77,415.77,0,0,0
Q4,Netherlands,Mac,2125.7475000000004,3,2053.9725,3912.29,1,1,1
Q4,Netherlands,iPhone,564.89,0,564.89,1129.78,0,0,0
Q4,Netherlands,Accessories,121.02,0,121.02,242.04,0,0,0
Q4,Netherlands,AirPods,261.81,0,261.81,261.81,0,0,0
Q1,Netherlands,iPhone,1100.43,7,1023.4,1023.4,0,0,0
Q1,Netherlands,Accessories,97.07,3,94.16,282.48,0,0,0
Q1,Netherlands,Accessories,95.73,10,86.16,258.48,0,0,0
Q2,Netherlands,Mac,579.21,0,579.21,2316.84,0,0,0
Q3,Netherlands,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q3,Netherlands,iPad,502.63,0,502.63,502.63,0,0,0
Q3,Netherlands,iPad,476.41,2,466.88,466.88,0,0,0
Q3,Netherlands,AirPods,268.27,0,268.27,536.54,0,0,0
Q3,Netherlands,iPhone,911.02,0,911.02,1822.04,0,0,0
Q3,Netherlands,Accessories,136.32,0,136.32,408.96,0,0,0
Q4,Netherlands,iPhone,595.56,5,565.78,1131.56,0,0,0
Q1,Netherlands,Mac,2125.7475000000004,7,2053.9725,3912.29,1,1,1
Q1,Netherlands,iPhone,860.3,0,860.3,860.3,0,0,0
Q1,Netherlands,AirPods,163.76,0,163.76,163.76,0,0,0
Q2,Netherlands,Apple Watch,428.97,3,416.1,416.1,0,0,0
Q2,Netherlands,iPhone,969.67,2,950.28,950.28,0,0,0
Q3,Netherlands,Accessories,93.67,0,93.67,281.01,0,0,0
Q3,Netherlands,iPhone,929.77,5,883.28,883.28,0,0,0
Q3,Netherlands,iPhone,1155.98,0,1155.98,1155.98,0,0,0
Q3,Netherlands,iPhone,1055.65,0,1055.65,2111.3,0,0,0
Q3,Netherlands,iPhone,1183.01,7,1100.2,3300.6,0,0,0
Q1,Netherlands,iPhone,779.41,0,779.41,779.41,0,0,0
Q2,Netherlands,Apple Watch,769.15,2,753.77,3015.08,0,0,0
Q2,Netherlands,iPhone,1014.22,0,1014.22,1014.22,0,0,0
Q2,Netherlands,iPhone,586.7,0,586.7,1173.4,0,0,0
Q2,Netherlands,iPhone,617.52,3,598.99,1197.98,0,0,0
Q2,Netherlands,iPhone,1034.82,0,1034.82,3912.29,0,0,1
Q3,Netherlands,iPad,751.67,0,751.67,751.67,0,0,0
Q3,Netherlands,iPhone,784.67,0,784.67,784.67,0,0,0
Q4,Netherlands,Accessories,137.07,0,137.07,274.14,0,0,0
Q4,Netherlands,iPhone,567.77,2,556.41,556.41,0,0,0
Q4,Netherlands,AirPods,132.48,2,129.83,389.49,0,0,0
Q4,Netherlands,Mac,1221.79,7,1136.26,3912.29,0,0,1
Q1,Netherlands,iPad,804.34,7,748.04,2992.16,0,0,0
Q1,Netherlands,Accessories,138.98,15,118.13,118.13,0,0,0
Q2,Netherlands,Accessories,122.28,0,122.28,122.28,0,0,0
Q2,Netherlands,Accessories,74.39,3,72.16,72.16,0,0,0
Q2,Netherlands,Mac,1332.93,0,1332.93,1332.93,0,0,0
Q3,Netherlands,iPhone,1132.5,2,1109.85,2219.7,0,0,0
Q3,Netherlands,iPad,443.44,0,443.44,443.44,0,0,0
Q3,Netherlands,iPad,473.96,10,426.56,853.12,0,0,0
Q2,Netherlands,iPad,1105.17,15,939.39,2818.17,0,0,0
Q2,Netherlands,AirPods,240.77,0,240.77,722.31,0,0,0
Q4,Netherlands,iPad,568.07,15,482.86,482.86,0,0,0
Q4,Netherlands,Accessories,135.5,5,128.72,128.72,0,0,0
Q2,Netherlands,Apple Watch,262.65,2,257.4,514.8,0,0,0
Q2,Netherlands,Mac,1131.18,7,1052.0,2104.0,0,0,0
Q3,Netherlands,iPhone,1077.66,0,1077.66,3232.98,0,0,0
Q3,Netherlands,iPhone,741.09,5,704.04,704.04,0,0,0
Q4,Netherlands,Apple Watch,309.68,5,294.2,294.2,0,0,0
Q4,Netherlands,Accessories,126.84,0,126.84,126.84,0,0,0
Q1,Netherlands,iPhone,590.55,15,501.97,501.97,0,0,0
Q1,Netherlands,AirPods,560.71,10,504.64,504.64,0,0,0
